quoteid,quote_no,created_at,created_by,total,quotestage
2075951,TDU21148G,2024-10-08 17:04:46,,0.00000000,Rejected
2076306,TDU21151G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2078954,TDU21186G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2079298,TDU21188G,2024-10-08 17:04:46,,0.00000000,Rejected
2079304,TDU21189G,2024-10-08 17:04:46,,0.00000000,Rejected
2079898,TDU21194G,2024-10-08 17:04:46,,0.00000000,Rejected
2079930,TDU21195G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2080922,TDU21206G,2024-10-08 17:04:46,,0.00000000,Rejected
2081037,TDU21209G,2024-10-08 17:04:46,,19706.00000000,Completed (Accounts)
2081054,TDU21210G,2024-10-08 17:04:46,,0.00000000,Rejected
2082425,TDU21220G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2082928,TDU21233G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2084007,TDU21250G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2085301,TDU21262G,2024-10-08 17:04:46,,0.00000000,Rejected
2087578,TDU21285G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2087702,TDU21287G,2024-10-08 17:04:46,,0.00000000,Rejected
2088339,TDU21295G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2089812,TDU21312G,2024-10-08 17:04:46,,0.00000000,Rejected
2090512,TDU21318G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2091149,TDU21323G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2091335,TDU21326G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2092312,TDU21336G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2093901,TDU21345G,2024-10-08 17:04:46,,0.00000000,Rejected
2095136,TDU21357G,2024-10-08 17:04:46,,0.00000000,Rejected
2095759,TDU21366G,2024-10-08 17:04:46,,0.00000000,Rejected
2097372,TDU21388G,2024-10-08 17:04:46,,0.00000000,Rejected
2101353,TDU21431G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2102380,TDU21439G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2102653,TDU21441G,2024-10-08 17:04:46,,16088.00000000,Rejected
2102714,TDU21442G,2024-10-08 17:04:46,,15229.00000000,Rejected
2102719,TDU21443G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2103498,TDU21450G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2104879,TDU21466G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2107491,TDU21486G,2024-10-08 17:04:46,,0.00000000,Rejected
2107588,TDU21490G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2108510,TDU21496G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2108557,TDU21498G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2108974,TDU21504G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2110442,TDU21510G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2113585,TDU21543G,2024-10-08 17:04:46,,0.00000000,Rejected
2118532,TDU21588G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2119812,TDU21593G,2024-10-08 17:04:46,,0.00000000,Rejected
2120471,TDU21599G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2120781,TDU21602G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2121572,TDU21604G,2024-10-08 17:04:46,,0.00000000,Rejected
2122546,TDU21618G,2024-10-08 17:04:46,,0.00000000,Rejected
2123612,TDU21624G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2123987,TDU21629G,2024-10-08 17:04:46,,0.00000000,Rejected
2124311,TDU21630G,2024-10-08 17:04:46,,0.00000000,Rejected
2125753,TDU21645G,2024-10-08 17:04:46,,0.00000000,Rejected
2127360,TDU21667G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2127834,TDU21677G,2024-10-08 17:04:46,,0.00000000,Rejected After Confirmation QA pending
2128023,TDU21683G,2024-10-08 17:04:46,,0.00000000,Rejected
2128069,TDU21685G,2024-10-08 17:04:46,,0.00000000,Rejected
2129614,TDU21693G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2130529,TDU21704G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2130703,TDU21707G,2024-10-08 17:04:46,,0.00000000,Rejected
2133706,TDU21725G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2134517,TDU21734G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2135050,TDU21746G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2136461,TDU21750G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2136969,TDU21758G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2139087,TDU21775G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2139554,TDU21780G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2139923,TDU21788G,2024-10-08 17:04:46,,0.00000000,Rejected
2140149,TDU21790G,2024-10-08 17:04:46,,0.00000000,Rejected
2141745,TDU21801G,2024-10-08 17:04:46,,0.00000000,Rejected
2142215,TDU21813G,2024-10-08 17:04:46,,0.00000000,Rejected
2142256,TDU21814G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2142278,TDU21815G,2024-10-08 17:04:46,,0.00000000,Rejected
2144865,TDU21836G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2145052,TDU21840G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2145278,TDU21843G,2024-10-08 17:04:46,,0.00000000,Rejected
2145285,TDU21845G,2024-10-08 17:04:46,,0.00000000,Rejected
2145429,TDU21848G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2150400,TDU21871G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2150579,TDU21872G,2024-10-08 17:04:46,,0.00000000,Rejected
2150979,TDU21873G,2024-10-08 17:04:46,,0.00000000,Rejected
2151055,TDU21875G,2024-10-08 17:04:46,,0.00000000,Rejected
2153590,TDU21900G,2024-10-08 17:04:46,,25625.00000000,On Ground
2153623,TDU21901G,2024-10-08 17:04:46,,2531.00000000,Completed (Accounts)
2155515,TDU21916G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2156635,TDU21926G,2024-10-08 17:04:46,,0.00000000,Rejected
2156779,TDU21927G,2024-10-08 17:04:46,,0.00000000,Rejected
2158286,TDU21941G,2024-10-08 17:04:46,,0.00000000,Rejected
2158952,TDU21951G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2159274,TDU21957G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2159557,TDU21961G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2164914,TDU22016G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2165489,TDU22018G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2165909,TDU22022G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2165922,TDU22023G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2167477,TDU22043G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2168654,TDU22049G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2169768,TDU22064G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2170183,TDU22070G,2024-10-08 17:04:46,,0.00000000,Rejected
2172577,TDU22078G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2173564,TDU22094G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2173900,TDU22096G,2024-10-08 17:04:46,,19889.00000000,Accounts - Reconciliation
2174009,TDU22097G,2024-10-08 17:04:46,,27930.00000000,On Ground
2174481,TDU22105G,2024-10-08 17:04:46,,77660.00000000,Rejected
2176706,TDU22114G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2177180,TDU22120G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2178247,TDU22131G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2180865,TDU22157G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2181104,TDU22159G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2181706,TDU22171G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2181741,TDU22172G,2024-10-08 17:04:46,,0.00000000,On Ground
2181988,TDU22174G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2182141,TDU22177G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2182432,TDU22187G,2024-10-08 17:04:46,,30570.00000000,Rejected
2183168,TDU22192G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2183852,TDU22211G,2024-10-08 17:04:46,,0.00000000,Accounts - Reconciliation
2184197,TDU22214G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2184958,TDU22222G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2185404,TDU22232G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2186233,TDU22242G,2024-10-08 17:04:46,,0.00000000,Accepted
2186715,TDU22245G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2187192,TDU22253G,2024-10-08 17:04:46,,0.00000000,Rejected
2187206,TDU22254G,2024-10-08 17:04:46,,17193.00000000,Accounts - Reconciliation
2188757,TDU22260G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2189999,TDU22281G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2192045,TDU22294G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2192516,TDU22302G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2195958,TDU22347G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2196588,TDU22356G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2197388,TDU22363G,2024-10-08 17:04:46,,0.00000000,Rejected
2199852,TDU22382G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2200075,TDU22387G,2024-10-08 17:04:46,,0.00000000,Rejected
2201133,TDU22398G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2201242,TDU22399G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2201790,TDU22417G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2203242,TDU22426G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2204232,TDU22430G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2204411,TDU22432G,2024-10-08 17:04:46,,0.00000000,Rejected
2205116,TDU22445G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2205921,TDU22456G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2206211,TDU22460G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2206596,TDU22463G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2207286,TDU22474G,2024-10-08 17:04:46,,0.00000000,Accounts - Reconciliation
2207718,TDU22484G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2207942,TDU22488G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2213418,TDU22528G,2024-10-08 17:04:46,,8446.00000000,Auto Rejected
2213951,TDU22533G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2214208,TDU22535G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2214213,TDU22536G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2214788,TDU22543G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2215079,TDU22551G,2024-10-08 17:04:46,,867.00000000,Rejected
2215224,TDU22554G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2215376,TDU22558G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2216118,TDU22568G,2024-10-08 17:04:46,,15530.00000000,Rejected
2216948,TDU22587G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2217909,TDU22595G,2024-10-08 17:04:46,,45236.00000000,Auto Rejected
2219152,TDU22605G,2024-10-08 17:04:46,,15955.00000000,Completed (Accounts)
2219605,TDU22610G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2220998,TDU22619G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2221292,TDU22622G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2222760,TDU22636G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2222914,TDU22639G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2224015,TDU22654G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2226620,TDU22676G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2226782,TDU22677G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2227490,TDU22690G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2228623,TDU22708G,2024-10-08 17:04:46,,0.00000000,On Ground
2229766,TDU22716G,2024-10-08 17:04:46,,0.00000000,Rejected
2234367,TDU22768G,2024-10-08 17:04:46,,0.00000000,Rejected
2234658,TDU22775G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2234844,TDU22780G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2237094,TDU22804G,2024-10-08 17:04:46,,0.00000000,Rejected
2238144,TDU22819G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2238389,TDU22822G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2240533,TDU22837G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2241253,TDU22848G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2241491,TDU22852G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2243368,TDU22870G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2243986,TDU22881G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2244495,TDU22891G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2244601,TDU22894G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2244637,TDU22895G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2244640,TDU22896G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2245698,TDU22905G,2024-10-08 17:04:46,,0.00000000,Rejected
2246239,TDU22911G,2024-10-08 17:04:46,,0.00000000,Accounts - Reconciliation
2246817,TDU22923G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2247866,TDU22939G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2247869,TDU22940G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2248195,TDU22949G,2024-10-08 17:04:46,,0.00000000,Rejected After Confirmation QA pending
2250847,TDU22967G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2251209,TDU22970G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2251463,TDU22976G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2253033,TDU22986G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2253174,TDU22988G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2253528,TDU22996G,2024-10-08 17:04:46,,0.00000000,Rejected
2253945,TDU23004G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2257101,TDU23043G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2259550,TDU23067G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2259577,TDU23071G,2024-10-08 17:04:46,,0.00000000,Accounts - Reconciliation
2259617,TDU23073G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2259623,TDU23074G,2024-10-08 17:04:46,,18219.00000000,On Ground
2259779,TDU23077G,2024-10-08 17:04:46,,0.00000000,Accounts - Reconciliation
2259799,TDU23079G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2260148,TDU23090G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2261017,TDU23103G,2024-10-08 17:04:46,,20672.00000000,Accounts - Reconciliation
2261358,TDU23104G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2263394,TDU23125G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2263438,TDU23127G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2266163,TDU23156G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2266217,TDU23160G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2266242,TDU23162G,2024-10-08 17:04:46,,0.00000000,Rejected
2266266,TDU23163G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2266469,TDU23169G,2024-10-08 17:04:46,,0.00000000,Rejected
2266800,TDU23178G,2024-10-08 17:04:46,,0.00000000,Rejected
2267024,TDU23183G,2024-10-08 17:04:46,,8872.00000000,On Ground
2268185,TDU23203G,2024-10-08 17:04:46,,0.00000000,Rejected
2269411,TDU23225G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2270744,TDU23257G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2272390,TDU23274G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2273176,TDU23287G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2273623,TDU23295G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2274073,TDU23309G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2274349,TDU23316G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2275421,TDU23342G,2024-10-08 17:04:46,,0.00000000,Accounts - Reconciliation
2275705,TDU23349G,2024-10-08 17:04:46,,0.00000000,Accounts - Reconciliation
2276395,TDU23362G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2281313,TDU23457G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2282956,TDU23488G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2283161,TDU23491G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2283507,TDU23498G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2284152,TDU23522G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2284216,TDU23526G,2024-10-08 17:04:46,,0.00000000,Rejected
2284300,TDU23528G,2024-10-08 17:04:46,,0.00000000,Rejected
2284340,TDU23530G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2284372,TDU23531G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2284541,TDU23538G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2286579,TDU23574G,2024-10-08 17:04:46,,0.00000000,Rejected
2287449,TDU23587G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2287516,TDU23588G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2288500,TDU23604G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2288669,TDU23608G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2289012,TDU23613G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2289892,TDU23621G,2024-10-08 17:04:46,,0.00000000,Accepted
2290458,TDU23634G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2290483,TDU23636G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2290490,TDU23638G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2292638,TDU23688G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2292886,TDU23693G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2294118,TDU23723G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2295188,TDU23741G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2298001,TDU23781G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2299980,TDU23821G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2301704,TDU23851G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2302250,TDU23864G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2302391,TDU23866G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2303658,TDU23885G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2303783,TDU23888G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2307407,TDU23973G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2309223,TDU23998G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2309546,TDU24007G,2024-10-08 17:04:46,,0.00000000,Accounts - Reconciliation
2309677,TDU24013G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2310572,TDU24042G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2310663,TDU24046G,2024-10-08 17:04:46,,25283.00000000,Rejected After Confirmation QA pending
2311427,TDU24060G,2024-10-08 17:04:46,,0.00000000,Accounts - Reconciliation
2311528,TDU24062G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2311987,TDU24072G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2311999,TDU24073G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2312598,TDU24081G,2024-10-08 17:04:46,,0.00000000,Rejected
2312730,TDU24082G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2312905,TDU24085G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2313526,TDU24097G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2314669,TDU24114G,2024-10-08 17:04:46,,0.00000000,Rejected
2314787,TDU24119G,2024-10-08 17:04:46,,0.00000000,Rejected
2316357,TDU24158G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2316541,TDU24160G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2317097,TDU24166G,2024-10-08 17:04:46,,0.00000000,Rejected
2317169,TDU24172G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2317183,TDU24173G,2024-10-08 17:04:46,,977.00000000,Auto Rejected
2320559,TDU24230G,2024-10-08 17:04:46,,0.00000000,Rejected
2320824,TDU24233G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2322960,TDU24273G,2024-10-08 17:04:46,,0.00000000,Rejected
2325444,TDU24330G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2325772,TDU24339G,2024-10-08 17:04:46,,0.00000000,Rejected
2329157,TDU24389G,2024-10-08 17:04:46,,0.00000000,Rejected
2333785,TDU24487G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2333824,TDU24490G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2334979,TDU24511G,2024-10-08 17:04:46,,0.00000000,Accounts - Reconciliation
2335100,TDU24518G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2335476,TDU24528G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
2335768,TDU24537G,2024-10-08 17:04:46,,0.00000000,Rejected
2338083,TDU24576G,2024-10-08 17:04:46,,0.00000000,Rejected
2338366,TDU24584G,2024-10-08 17:04:46,,0.00000000,Auto Rejected
